id,name,name:ru,destination,wikidata,wikipedia,gvr:code,members
2187228,"Белая","Белая","Kuban River","Q815250","ru:Белая (приток Кубани)","06020001112108100004342",15
2104634,"Кубань","Кубань","Sea of Azov","Q82308","ru:Кубань (река)",,65
6909476,"Курджипс","Курджипс",,"Q4248155","ru:Курджипс","06020001112108100004625",5
14009568,"Лаба",,,"Q612266",,,27
17784724,"Псекупс",,,"Q2635007","ru:Псекупс",,6
14009554,"Пшиш",,,"Q2324221",,,14
