id,name,name:ru,destination,wikidata,wikipedia,gvr:code,members
13991293,"Совза","Совза","Вещозеро","Q3720582","ru:Совза","03010000112103000000390",7
13987996,"Солица","Солица","Устья",,,"03020300212103000030769",3
14126545,"Сотка","Сотка","Кулой","Q981156","ru:Кулой (река, впадает в Белое море)","03030000312103000041470",8
18101455,"Сояна","Сояна","Кулой","Q2982396","ru:Сояна (река)","03030000312103000042323",2
13843545,"Средняя Кисема","Средняя Кисема","Северная Кисема","Q4438693","ru:Средняя Кисема","03020300412103000032822",1
16011471,"Стрига","Стрига","Северная Двина",,,,11
16114338,"Суксанга","Суксанга","Кизьма",,,"03020300212103000029732",3
17019809,"Сула","Сула","Мезень","Q211929","ru:Сула (приток Мезени)","03030000112103000045272",2
16114357,"Сулонга","Сулонга",,,,"03020100312103000009104",13
17015001,"Сура","Сура","Пинега","Q14943351","ru:Сура (приток Пинеги)","03020300312103000036432",3
18100430,"Сёмжа","Сёмжа","Мезень","Q4448718","ru:Сёмжа (река)","03030000212103000050824",2
16105848,"Тавреньга","Тавреньга","Вель","Q13056396",,"03020300212103000028889",2
16111884,"Тефтеньга","Тефтеньга",,,,,2
14130593,"Това","Това","Белое море","Q6741137","ru:Това (река, впадает в Белое море)","03020300512103000040659",7
16024626,"Тордас","Тордас",,,,,3
16030326,"Тябжа","Тябжа",,,,,2
2178757,"Угзеньга","Угзеньга","Пинега","Q6564351","ru:Угзеньга (река)","03020300312103000039051",3
16016295,"Удима","Удима","Северная Двина","Q4469403","ru:Удима","03020300112103000025315",2
13978116,"Устья","Устья","Вага","Q64532","ru:Устья","03020300212103000029466",7
13987994,"Уфтюга","Уфтюга","Северная Двина","Q63348","ru:Уфтюга (приток Северной Двины)","03020300112103000025650",6
16008993,"Уфтюга","Уфтюга","Сухона","Q63422","ru:Уфтюга (приток Сухоны)","03020100312103000009029",2
16016299,"Ухтомка","Ухтомка",,,,,6
16030325,"Ханега","Ханега",,,,,2
255443,"Цильма","Цильма","Печора","Q391098","ru:Цильма","03050300212103000078793",3
16101967,"Черезбой","Черезбой",,,,"03010000112203000000427",6
16114337,"Черновица","Черновица",,,,"03020300212103000029763",2
16030334,"Чужга","Чужга",,,,"03010000112103000000246",2
16016291,"Чёрная",,,,,"03020100312103000009821",2
16101961,"Шеноша","Шеноша",,,,,3
16106047,"Шенчуга","Шенчуга",,,,,2
16102033,"Шильда","Шильда",,,,"03010000112103000000574",4
13843546,"Южная Кисема","Южная Кисема","Кисема","Q4533899","ru:Южная Кисема","03020300412103000032785",1
17005087,"Юла","Юла","Пинега","Q277000","ru:Юла (приток Пинеги)","03020300312103000036821",4
16011508,"Ючка","Ючка","Вотча","Q4535547","ru:Ючка (река)","03020100112103000005375",4
17005088,"Явроньга","Явроньга","Юла","Q3720617","ru:Явроньга","03020300312103000037149",2
